pair_id,CUI,label,original_cui,start_index,end_index
"242e3ec6-66c7-11e7-8ab8-f45c89b91419,ng",C0021843,non-entailment,C0398623,,
"1f2ace12-66c7-11e7-855d-f45c89b91419,ng",C0742758,non-entailment,C0011860,,
"2406b8f6-66c7-11e7-bd00-f45c89b91419,ng",C0019196,non-entailment,C0042345,,
"243e8718-66c7-11e7-8f2f-f45c89b91419,ng",C0694549,non-entailment,C0004096,,
"1f302b94-66c7-11e7-b5a0-f45c89b91419,ng",C0085615,non-entailment,C0032285,,
"1f337690-66c7-11e7-bca3-f45c89b91419,ng",C0012819,non-entailment,C0149871,,
2418df22-66c7-11e7-a5b6-f45c89b91419,C0018802,entailment,C0018802,30,33
"2425d8b0-66c7-11e7-83bc-f45c89b91419,ng",C0042345,non-entailment,C0027051,,
"1892f4e4-66c7-11e7-afe4-f45c89b91419,ng",C0876973,non-entailment,C0018801,,
"242b5508-66c7-11e7-9b9e-f45c89b91419,ng",C1510654,non-entailment,C0025517,,
"1f301528-66c7-11e7-ae46-f45c89b91419,ng",C0003864,non-entailment,C0038454,,
"1f2da486-66c7-11e7-94ca-f45c89b91419,ng",C0262655,non-entailment,C0018790,,
"2401d780-66c7-11e7-986f-f45c89b91419,ng",C0018790,non-entailment,C0014009,,
"2412fd26-66c7-11e7-952d-f45c89b91419,ng",C0024131,non-entailment,C0003864,,
"1f35a666-66c7-11e7-9c66-f45c89b91419,ng",C0002940,non-entailment,C0018790,,
"189a0cf0-66c7-11e7-aba1-f45c89b91419,ng",C0030283,non-entailment,C0022660,,
"2425d8b0-66c7-11e7-83bc-f45c89b91419,ng",C0398623,non-entailment,C0027051,,
"1f2ace12-66c7-11e7-855d-f45c89b91419,ng",C0010068,non-entailment,C0011860,,
"242ece74-66c7-11e7-aa21-f45c89b91419,ng",C0020538,non-entailment,C0013182,,
"2409c8ca-66c7-11e7-aefd-f45c89b91419,ng",C0150055,non-entailment,C0027051,,
"242f6d50-66c7-11e7-83a2-f45c89b91419,ng",C0015230,non-entailment,C0040583,,
"24330836-66c7-11e7-95f8-f45c89b91419,ng",C0008272,non-entailment,C0007273,,
"242d5542-66c7-11e7-b796-f45c89b91419,ng",C0149931,non-entailment,C0009450,,
"241b8a92-66c7-11e7-8fe0-f45c89b91419,ng",C0398623,non-entailment,C0034063,,
"1f300166-66c7-11e7-afd7-f45c89b91419,ng",C0020538,non-entailment,C0011860,,
"2428a2e8-66c7-11e7-8a78-f45c89b91419,ng",C0457949,non-entailment,C0235329,,
"189746fe-66c7-11e7-b3e5-f45c89b91419,ng",C0152025,non-entailment,C0023895,,
"23ef22b8-66c7-11e7-93e1-f45c89b91419,ng",C0520679,non-entailment,C0020538,,
"18933754-66c7-11e7-84fa-f45c89b91419,ng",C0014118,non-entailment,C0011860,,
24050d6c-66c7-11e7-852a-f45c89b91419,C0856738,entailment,C0856738,17,38
"1f333db8-66c7-11e7-96b0-f45c89b91419,ng",C0035021,non-entailment,C0018790,,
"24373788-66c7-11e7-9448-f45c89b91419,ng",C0019196,non-entailment,C0014118,,
"189f55f4-66c7-11e7-9a9b-f45c89b91419,ng",C0015230,non-entailment,C0162871,,
"23fac0fa-66c7-11e7-bb11-f45c89b91419,ng",C0010709,non-entailment,C0587044,,
"24137780-66c7-11e7-b93e-f45c89b91419,ng",C0020542,non-entailment,C0023890,,
"2409c8ca-66c7-11e7-aefd-f45c89b91419,ng",C0009450,non-entailment,C0027051,,
"240a45fa-66c7-11e7-8330-f45c89b91419,ng",C0152020,non-entailment,C0010054,,
"2428e0a2-66c7-11e7-a7c3-f45c89b91419,ng",C0014118,non-entailment,C0018790,,
"242eae42-66c7-11e7-b8ce-f45c89b91419,ng",C0012813,non-entailment,C0030283,,
"24159be6-66c7-11e7-b476-f45c89b91419,ng",C0242231,non-entailment,C0027051,,
"243e8718-66c7-11e7-8f2f-f45c89b91419,ng",C0007766,non-entailment,C0004096,,
"23f3ff1a-66c7-11e7-b188-f45c89b91419,ng",C0020676,non-entailment,C0018799,,
"2424a08c-66c7-11e7-859e-f45c89b91419,ng",C0023890,non-entailment,C0403447,,
"2421aaba-66c7-11e7-8244-f45c89b91419,ng",C0587044,non-entailment,C0155909,,
"1f3547b6-66c7-11e7-9d04-f45c89b91419,ng",C0023890,non-entailment,C0565599,,
"23f3ff1a-66c7-11e7-b188-f45c89b91419,ng",C0012819,non-entailment,C0018799,,
"243e546e-66c7-11e7-83a3-f45c89b91419,ng",C0017168,non-entailment,C0014544,,
"1898cb62-66c7-11e7-a139-f45c89b91419,ng",C0010068,non-entailment,C0024115,,
"2436c6ae-66c7-11e7-82d5-f45c89b91419,ng",C0333559,non-entailment,C0012813,,
"18938c92-66c7-11e7-90e0-f45c89b91419,ng",C0030305,non-entailment,C0017168,,
"242c4940-66c7-11e7-850c-f45c89b91419,ng",C0037199,non-entailment,C0018790,,
"2429b228-66c7-11e7-9071-f45c89b91419,ng",C0558382,non-entailment,C0008325,,
"24498238-66c7-11e7-9621-f45c89b91419,ng",C0026269,non-entailment,C0032285,,
"1897fdae-66c7-11e7-9357-f45c89b91419,ng",C0032290,non-entailment,C0014544,,
"240e61f0-66c7-11e7-94ef-f45c89b91419,ng",C0012819,non-entailment,C0030305,,
"2429943e-66c7-11e7-927a-f45c89b91419,ng",C0003504,non-entailment,C0018802,,
"241b819e-66c7-11e7-a235-f45c89b91419,ng",C0876973,non-entailment,C0026269,,
"241c2ccc-66c7-11e7-8c9f-f45c89b91419,ng",C0013182,non-entailment,C0155626,,
"189c6088-66c7-11e7-8f21-f45c89b91419,ng",C0014118,non-entailment,C0007787,,
"24204474-66c7-11e7-833a-f45c89b91419,ng",C0040583,non-entailment,C0020538,,
"2424a08c-66c7-11e7-859e-f45c89b91419,ng",C0002965,non-entailment,C0403447,,
"23f0c76c-66c7-11e7-9db4-f45c89b91419,ng",C0694549,non-entailment,C0027765,,
"23f821f6-66c7-11e7-883c-f45c89b91419,ng",C0034063,non-entailment,C0018801,,
"189f55f4-66c7-11e7-9a9b-f45c89b91419,ng",C0035078,non-entailment,C0162871,,
"2437efd2-66c7-11e7-9326-f45c89b91419,ng",C0876973,non-entailment,C0042029,,
"23fff05c-66c7-11e7-93d4-f45c89b91419,ng",C0442874,non-entailment,C0007282,,
"1893c8ae-66c7-11e7-8eab-f45c89b91419,ng",C0004364,non-entailment,C0262655,,
"2412fd26-66c7-11e7-952d-f45c89b91419,ng",C0242231,non-entailment,C0003864,,
"189c6088-66c7-11e7-8f21-f45c89b91419,ng",C0022661,non-entailment,C0007787,,
"2412f918-66c7-11e7-bbb4-f45c89b91419,ng",C0008325,non-entailment,C0030312,,
"243d7e68-66c7-11e7-afd4-f45c89b91419,ng",C0035439,non-entailment,C0007194,,
"18961908-66c7-11e7-931d-f45c89b91419,ng",C0038449,non-entailment,C0035439,,
"24373788-66c7-11e7-9448-f45c89b91419,ng",C0679247,non-entailment,C0014118,,
"23ee10b4-66c7-11e7-b754-f45c89b91419,ng",C0026269,non-entailment,C0007787,,
"1894640a-66c7-11e7-a0dc-f45c89b91419,ng",C0520679,non-entailment,C0014544,,
"23fc0a8c-66c7-11e7-8389-f45c89b91419,ng",C0398623,non-entailment,C0262655,,
"1898cb62-66c7-11e7-a139-f45c89b91419,ng",C0035078,non-entailment,C0024115,,
23fd3b78-66c7-11e7-957e-f45c89b91419,C0235480,entailment,C0235480,17,47
"24153a70-66c7-11e7-97a8-f45c89b91419,ng",C0032326,non-entailment,C0007766,,
2421f436-66c7-11e7-9ea6-f45c89b91419,C0011847,entailment,C0011847,13,21
"1f2eaa5a-66c7-11e7-b4e6-f45c89b91419,ng",C0037199,non-entailment,C0020542,,
"240f13d2-66c7-11e7-8bdb-f45c89b91419,ng",C0457949,non-entailment,C0003507,,
"24208ede-66c7-11e7-9b4a-f45c89b91419,ng",C0038833,non-entailment,C0038454,,
"24141640-66c7-11e7-a97e-f45c89b91419,ng",C0035078,non-entailment,C0151517,,
"2406b8f6-66c7-11e7-bd00-f45c89b91419,ng",C0025517,non-entailment,C0042345,,
"23ee10b4-66c7-11e7-b754-f45c89b91419,ng",C0019348,non-entailment,C0007787,,
"24159be6-66c7-11e7-b476-f45c89b91419,ng",C0022661,non-entailment,C0027051,,
"24153a70-66c7-11e7-97a8-f45c89b91419,ng",C0017168,non-entailment,C0007766,,
"189807de-66c7-11e7-a3c5-f45c89b91419,ng",C0035021,non-entailment,C0024131,,
"1f36b422-66c7-11e7-b056-f45c89b91419,ng",C0694549,non-entailment,C0042029,,
"240a45fa-66c7-11e7-8330-f45c89b91419,ng",C0026269,non-entailment,C0010054,,
"2429943e-66c7-11e7-927a-f45c89b91419,ng",C0042345,non-entailment,C0018802,,
"241ea812-66c7-11e7-b42f-f45c89b91419,ng",C0023890,non-entailment,C0042029,,
"23f45b5c-66c7-11e7-b67c-f45c89b91419,ng",C0236073,non-entailment,C0034155,,
"243457ac-66c7-11e7-8475-f45c89b91419,ng",C0001339,non-entailment,C0149801,,
"243e8718-66c7-11e7-8f2f-f45c89b91419,ng",C0038449,non-entailment,C0004096,,
"2441aa24-66c7-11e7-a698-f45c89b91419,ng",C0017168,non-entailment,C0020538,,
"18963c80-66c7-11e7-a6d2-f45c89b91419,ng",C0020542,non-entailment,C0020456,,
23f754cc-66c7-11e7-9378-f45c89b91419,C0032285,entailment,C0032285,22,31
1f2eaa5a-66c7-11e7-b4e6-f45c89b91419,C0020542,entailment,C0020542,17,39
"242b5508-66c7-11e7-9b9e-f45c89b91419,ng",C0042029,non-entailment,C0025517,,
"240f13d2-66c7-11e7-8bdb-f45c89b91419,ng",C0001339,non-entailment,C0003507,,
"23f43abe-66c7-11e7-84c5-f45c89b91419,ng",C0018799,non-entailment,C0494475,,
2441aa24-66c7-11e7-a698-f45c89b91419,C0020538,entailment,C0020538,21,40
"241edc24-66c7-11e7-9157-f45c89b91419,ng",C0034155,non-entailment,C0020538,,
"24066310-66c7-11e7-9020-f45c89b91419,ng",C0013182,non-entailment,C0020538,,
"2403dadc-66c7-11e7-9f41-f45c89b91419,ng",C0035078,non-entailment,C0457949,,
"1f354c70-66c7-11e7-9f55-f45c89b91419,ng",C0558382,non-entailment,C0035021,,
"24133142-66c7-11e7-af4a-f45c89b91419,ng",C0020676,non-entailment,C0876973,,
"2429a5ee-66c7-11e7-8904-f45c89b91419,ng",C0011854,non-entailment,C0150055,,
"241b8a92-66c7-11e7-8fe0-f45c89b91419,ng",C0007273,non-entailment,C0034063,,
"24464d36-66c7-11e7-93c6-f45c89b91419,ng",C0032290,non-entailment,C0020538,,
"189746fe-66c7-11e7-b3e5-f45c89b91419,ng",C0398623,non-entailment,C0023895,,
"1f300166-66c7-11e7-afd7-f45c89b91419,ng",C0037199,non-entailment,C0011860,,
"2424695a-66c7-11e7-bd9b-f45c89b91419,ng",C0030312,non-entailment,C0022104,,
"189a0cf0-66c7-11e7-aba1-f45c89b91419,ng",C0152025,non-entailment,C0022660,,
"24066310-66c7-11e7-9020-f45c89b91419,ng",C0015230,non-entailment,C0020538,,
"1f312322-66c7-11e7-a5db-f45c89b91419,ng",C0027765,non-entailment,C0011854,,
"240e61f0-66c7-11e7-94ef-f45c89b91419,ng",C0023895,non-entailment,C0030305,,
2426decc-66c7-11e7-823c-f45c89b91419,C0042029,entailment,C0042029,20,23
"1f2e261e-66c7-11e7-a8f3-f45c89b91419,ng",C0003864,non-entailment,C0027051,,
"2404e826-66c7-11e7-bd9b-f45c89b91419,ng",C0035021,non-entailment,C0020538,,
"189a32d8-66c7-11e7-81b7-f45c89b91419,ng",C0035078,non-entailment,C0004364,,
"241ae736-66c7-11e7-9af3-f45c89b91419,ng",C0022104,non-entailment,C0020676,,
"242eae42-66c7-11e7-b8ce-f45c89b91419,ng",C0235480,non-entailment,C0030283,,
"24148242-66c7-11e7-816e-f45c89b91419,ng",C0558382,non-entailment,C0020538,,
"243587da-66c7-11e7-8eb4-f45c89b91419,ng",C0023895,non-entailment,C0235329,,
2404bdb0-66c7-11e7-81e4-f45c89b91419,C0011847,entailment,C0011847,17,25
"2431a0ca-66c7-11e7-a2c0-f45c89b91419,ng",C0010709,non-entailment,C0001339,,
"18947a12-66c7-11e7-92a0-f45c89b91419,ng",C0002965,non-entailment,C0002871,,
"241facee-66c7-11e7-8cbc-f45c89b91419,ng",C0949083,non-entailment,C0002871,,
242246fa-66c7-11e7-a59d-f45c89b91419,C0022661,entailment,C0022661,17,40
"24484e88-66c7-11e7-8aa3-f45c89b91419,ng",C0150055,non-entailment,C0235329,,
"23f33682-66c7-11e7-90c4-f45c89b91419,ng",C0003864,non-entailment,C0022661,,
"1893c8ae-66c7-11e7-8eab-f45c89b91419,ng",C0009450,non-entailment,C0262655,,
"241b8a92-66c7-11e7-8fe0-f45c89b91419,ng",C0001339,non-entailment,C0034063,,
"1f2ed4d0-66c7-11e7-9e94-f45c89b91419,ng",C0155909,non-entailment,C0020538,,
240e48dc-66c7-11e7-85c3-f45c89b91419,C0149931,entailment,C0149931,34,43
"24066310-66c7-11e7-9020-f45c89b91419,ng",C0030283,non-entailment,C0020538,,
2444ff76-66c7-11e7-b94d-f45c89b91419,C0011847,entailment,C0011847,17,25
"24208ede-66c7-11e7-9b4a-f45c89b91419,ng",C0333559,non-entailment,C0038454,,
"23f25258-66c7-11e7-be33-f45c89b91419,ng",C0042345,non-entailment,C0017168,,
"23f3ff1a-66c7-11e7-b188-f45c89b91419,ng",C0022104,non-entailment,C0018799,,
"189de41c-66c7-11e7-bfaa-f45c89b91419,ng",C0007787,non-entailment,C0022660,,
"23f754cc-66c7-11e7-9378-f45c89b91419,ng",C0020542,non-entailment,C0032285,,
"23f2fb5e-66c7-11e7-899b-f45c89b91419,ng",C0742758,non-entailment,C0020538,,
240e61f0-66c7-11e7-94ef-f45c89b91419,C0030305,entailment,C0030305,21,49
23fff05c-66c7-11e7-93d4-f45c89b91419,C0007282,entailment,C0007282,9,25
"1f36c686-66c7-11e7-9dba-f45c89b91419,ng",C0014544,non-entailment,C0038454,,
"189a32d8-66c7-11e7-81b7-f45c89b91419,ng",C0152020,non-entailment,C0004364,,
"24372692-66c7-11e7-b324-f45c89b91419,ng",C0035439,non-entailment,C0149801,,
"241517fa-66c7-11e7-9c87-f45c89b91419,ng",C0019348,non-entailment,C0007787,,
"189a32d8-66c7-11e7-81b7-f45c89b91419,ng",C0742758,non-entailment,C0004364,,
"1893c8ae-66c7-11e7-8eab-f45c89b91419,ng",C0038454,non-entailment,C0262655,,
"2431a0ca-66c7-11e7-a2c0-f45c89b91419,ng",C0020538,non-entailment,C0001339,,
"24141640-66c7-11e7-a97e-f45c89b91419,ng",C0152025,non-entailment,C0151517,,
"23f038ba-66c7-11e7-9871-f45c89b91419,ng",C0042345,non-entailment,C0018802,,
"2436b934-66c7-11e7-a526-f45c89b91419,ng",C0035078,non-entailment,C0020538,,
"24148242-66c7-11e7-816e-f45c89b91419,ng",C0019196,non-entailment,C0020538,,
"24372692-66c7-11e7-b324-f45c89b91419,ng",C0032326,non-entailment,C0149801,,
18961908-66c7-11e7-931d-f45c89b91419,C0035439,entailment,C0035439,30,53
"18947a12-66c7-11e7-92a0-f45c89b91419,ng",C1959583,non-entailment,C0002871,,
"2425d8b0-66c7-11e7-83bc-f45c89b91419,ng",C0018790,non-entailment,C0027051,,
"189a32d8-66c7-11e7-81b7-f45c89b91419,ng",C0032285,non-entailment,C0004364,,
24002d4a-66c7-11e7-8ca7-f45c89b91419,C0012813,entailment,C0012813,17,31
"2400437e-66c7-11e7-b8c3-f45c89b91419,ng",C0030312,non-entailment,C0024117,,
"23fcb5c0-66c7-11e7-bc68-f45c89b91419,ng",C0949083,non-entailment,C0027051,,
"1f309338-66c7-11e7-b3ab-f45c89b91419,ng",C0003486,non-entailment,C0019348,,
"189bd42e-66c7-11e7-bb0e-f45c89b91419,ng",C0022660,non-entailment,C0235329,,
"24484e88-66c7-11e7-8aa3-f45c89b91419,ng",C0030305,non-entailment,C0235329,,
"23f29024-66c7-11e7-8064-f45c89b91419,ng",C0494475,non-entailment,C0236073,,
"23fc0a8c-66c7-11e7-8389-f45c89b91419,ng",C0010709,non-entailment,C0262655,,
"2426decc-66c7-11e7-823c-f45c89b91419,ng",C0037199,non-entailment,C0042029,,
"23f754cc-66c7-11e7-9378-f45c89b91419,ng",C0520679,non-entailment,C0032285,,
"24150822-66c7-11e7-b3d8-f45c89b91419,ng",C0011168,non-entailment,C0002871,,
"24355894-66c7-11e7-968c-f45c89b91419,ng",C0032290,non-entailment,C0042029,,
"24128b10-66c7-11e7-a992-f45c89b91419,ng",C0038833,non-entailment,C0003486,,
"24133142-66c7-11e7-af4a-f45c89b91419,ng",C0019196,non-entailment,C0876973,,
"241e41ae-66c7-11e7-adc0-f45c89b91419,ng",C0018790,non-entailment,C0032227,,
"23fcc6a2-66c7-11e7-b4ec-f45c89b91419,ng",C0030312,non-entailment,C0010054,,
"1f36a9c6-66c7-11e7-8519-f45c89b91419,ng",C0011849,non-entailment,C0235329,,
"24159be6-66c7-11e7-b476-f45c89b91419,ng",C0034063,non-entailment,C0027051,,
"24147d10-66c7-11e7-801d-f45c89b91419,ng",C0002940,non-entailment,C0235325,,
"2441cd40-66c7-11e7-942e-f45c89b91419,ng",C0494475,non-entailment,C0007282,,
"242a0f5e-66c7-11e7-a4fc-f45c89b91419,ng",C0679247,non-entailment,C0020538,,
"24077ca2-66c7-11e7-a40e-f45c89b91419,ng",C0007273,non-entailment,C0149721,,
"243d35a4-66c7-11e7-984a-f45c89b91419,ng",C0042345,non-entailment,C0020538,,
"2409c8ca-66c7-11e7-aefd-f45c89b91419,ng",C0558382,non-entailment,C0027051,,
"241f9128-66c7-11e7-bed7-f45c89b91419,ng",C0236073,non-entailment,C0520679,,
"242e3ec6-66c7-11e7-8ab8-f45c89b91419,ng",C0403447,non-entailment,C0398623,,
"2441cd40-66c7-11e7-942e-f45c89b91419,ng",C0022661,non-entailment,C0007282,,
"23fac0fa-66c7-11e7-bb11-f45c89b91419,ng",C0026267,non-entailment,C0587044,,
"1f333db8-66c7-11e7-96b0-f45c89b91419,ng",C0011849,non-entailment,C0018790,,
"24330836-66c7-11e7-95f8-f45c89b91419,ng",C0013182,non-entailment,C0007273,,
"240a92b6-66c7-11e7-8e6d-f45c89b91419,ng",C0002965,non-entailment,C0035078,,
"24077ca2-66c7-11e7-a40e-f45c89b91419,ng",C0152025,non-entailment,C0149721,,
"18933754-66c7-11e7-84fa-f45c89b91419,ng",C0457949,non-entailment,C0011860,,
"23f4254c-66c7-11e7-b0de-f45c89b91419,ng",C0027051,non-entailment,C0004096,,
"2425939a-66c7-11e7-9407-f45c89b91419,ng",C0333559,non-entailment,C0042029,,
"2400437e-66c7-11e7-b8c3-f45c89b91419,ng",C0042029,non-entailment,C0024117,,
18933754-66c7-11e7-84fa-f45c89b91419,C0011860,entailment,C0011860,17,33
"240f13d2-66c7-11e7-8bdb-f45c89b91419,ng",C0037199,non-entailment,C0003507,,
"23ef22b8-66c7-11e7-93e1-f45c89b91419,ng",C0023890,non-entailment,C0020538,,
"189f5a54-66c7-11e7-aa20-f45c89b91419,ng",C0457949,non-entailment,C0038454,,
"2437efd2-66c7-11e7-9326-f45c89b91419,ng",C0020542,non-entailment,C0042029,,
"240a45fa-66c7-11e7-8330-f45c89b91419,ng",C0017152,non-entailment,C0010054,,
"23fac0fa-66c7-11e7-bb11-f45c89b91419,ng",C0030305,non-entailment,C0587044,,
"18947a12-66c7-11e7-92a0-f45c89b91419,ng",C0236073,non-entailment,C0002871,,
"23fa3880-66c7-11e7-80c2-f45c89b91419,ng",C0151517,non-entailment,C0018790,,
"18961908-66c7-11e7-931d-f45c89b91419,ng",C0025517,non-entailment,C0035439,,
"23f754cc-66c7-11e7-9378-f45c89b91419,ng",C0876973,non-entailment,C0032285,,
"189408fa-66c7-11e7-999b-f45c89b91419,ng",C0037315,non-entailment,C0015230,,
"2411310a-66c7-11e7-888d-f45c89b91419,ng",C0035078,non-entailment,C0032285,,
1898cb62-66c7-11e7-a139-f45c89b91419,C0024115,entailment,C0024115,11,30
"1f2db406-66c7-11e7-b464-f45c89b91419,ng",C0010068,non-entailment,C0011168,,
24159be6-66c7-11e7-b476-f45c89b91419,C0027051,entailment,C0027051,30,52
"241f3e58-66c7-11e7-9d85-f45c89b91419,ng",C0008350,non-entailment,C0024115,,
"1892f4e4-66c7-11e7-afe4-f45c89b91419,ng",C0020456,non-entailment,C0018801,,
